10110100110101111100010110011000 00101011001001101000001100011010 000 000100000000001101000000100011000
11111110011111110010111011010110 11011001100011110110110101011100 001 111111111111111110110111111011110
00010110011110111101000001110011 10101101101110010010010110010101 001 110111111111110111111010111110111
00010101001001010011001110110011 00111111101011101110010110000010 111 000000000000000000000000000000001
01011000110011101110101111110010 01101000111010000110010010010111 111 000000000000000000000000000000001
00110010110100000011111000100101 01011011000000011000101010110000 111 000000000000000000000000000000001
00111111000101110010100011010000 11010110101010000000100000100101 010 000010101101111110011000011110101
11111011101011010000011100011101 10011000110100011100010111010100 111 000000000000000000000000000000000
11011101100010001111000011101111 10101010110010100000010000001010 001 111111111110010101111010011101111
00010010110100001000010001001111 00010010010000110000111000101110 000 000010010010000000000010000001110
11111110000101100001110001111011 00001101111010110001001001010101 010 000001100000000010010111011010000
00000110101001110000110010100111 10111001101000000100001110111111 000 000000000101000000000000010100111
00110100100100010111111110000010 11000010111010000011000000101010 000 000000000100000000011000000000010
00111001011111110000110001100010 11000001001100001010101101010100 000 000000001001100000000100001000000
11110011000011011001011000111100 00100110110101010110101011001101 110 111001100001110000010101101101111
11000101000100010111100111101101 01111001110111100001011000001010 001 111111101110111110111111111101111
01000000101101000100100111011000 11001000111101111010100001010110 111 000000000000000000000000000000000
01111101100100111011011101000100 11111110001100000011100011011100 001 111111111101100111011111111011100
01001100010000010101010101001000 10010010101100000111010011101011 001 111011110111100010111010111101011
01101101100001000101010010111111 11000101010010100110011010001100 111 000000000000000000000000000000000
00110101001101001111101110110011 00000001001100000011000001010001 001 000110101001101001111101111110011
00000100000000100011001101000010 11110101101110111000010111011101 010 111111001101111011011100100011111
11000111011111111000000100001001 10000111001111011111010001100010 111 000000000000000000000000000000000
10010111010100010111000100100101 10100111101111000001100010110101 111 000000000000000000000000000000001
11010010000001010111000001101101 11101101001000101110010001000100 110 111100100111000101000110000101001
10001111101101111011101101101111 00010100111011100101110000010010 111 000000000000000000000000000000001
00100010101001111110110101010110 11010110001101001110001110011001 110 001001100011100110000100110111101
00001011011010110010100001000010 10101000101011101010011010000001 111 000000000000000000000000000000000
11101001010000110111001100010101 10111100111111010001001100000011 110 000101100010001100110000000010010
10111100111110100001100101010110 00111001100000110001101111011110 010 111110110011111010011010100110100
01110101100011000101001100011001 01100101101100101011010101011101 010 011011011001111110000100001110110
11000101100100111010111011001101 01111010111000001000110110110110 111 000000000000000000000000000000001
01001100110101101111100011001001 10010001001001111011010101010101 001 111011101111101111111110111011101
01001110001000110010000010110100 11101001010111001010111110111101 001 111101111011111111010111110111101
01100001101001100010110111101100 00110001110111110101011001001001 010 010010011100001011000010000110101
01010101011110110010010110000100 00111110111001101100111111111100 111 000000000000000000000000000000000
11101101101010001101100110110110 10010110010101010011000010100110 001 111111111111111011111100110110110
10000100110011111100100000000100 11000111110011110101001101100111 010 101001100100111110001101101101011
01001101100101010100111000001001 10011101011001010101111001011110 111 000000000000000000000000000000000
11110010111110000101000011101100 00110010011010101001000010000110 111 000000000000000000000000000000001
01100011001000100001111011111111 01000000001111011011110000110011 001 001100011001111111011111011111111
10001100000100001011001010101111 01100101100000111000011110010001 110 100100110100011010010101100011110
11110010000001001111111111011001 01011101010100111110100101111000 110 110010100101100010001011001100001
11110001011001001100010101000110 10111100100111110000111011000010 010 110101110000000111101010000001000
11101011000010100011100001100100 01010000100111111010011000111100 010 000111011101010011101111010100000
01111000101111010110001001110001 00100001100100000001010000000011 111 000000000000000000000000000000000
11111111010001111111100011101001 00110110110010011010010110111011 010 000110110000100011001111010100100
11101000000010011001110001111111 00100110001011101100100111111011 110 111000001110110101101001010000100
11100111110001101001001010010011 01100100010011001011000111010000 110 110000011011110011110000011000011
00101110011100010101111011101110 10001000110111111110011111100111 001 110101110111111111111111111101111
01111001011101010101011011001111 00011010101010001110101111111100 000 000011000001000000100001011001100
11111110000011001010101000111001 01111011001111111111001111111101 111 000000000000000000000000000000001
00001110110100101011011110110001 11111111011101001010011011010000 110 000001111010111100001000011100001
10011011101100001101010101001100 00001000011100000001001000001001 001 110011011111100001101011101001101
01010100010111010111010011000000 11010111100110101101110011011010 111 000000000000000000000000000000000
11001100001010000111000011001011 10011001101011111111110101111010 001 111011101101011111111110111111011
01100110001001110100111011101011 01100101001010101111100001001001 110 000000000111111000101011010100010
00111001011011101101010010000100 10001110111010110000001111000110 111 000000000000000000000000000000000
00000111001111001010011000011111 00111011110110111011101101110100 010 001000011000110000110000110010011
11011011101101000001011001100111 11111000111011000010001110001100 111 000000000000000000000000000000001
00100100001100001100111010100101 10001001000100001110010010110010 111 000000000000000000000000000000000
01000110100111010111010011000111 00011110110011101011111111110011 001 001011110110111111111111111110111
11011101010100111010111100100110 11001000011001010100111010110110 010 110100101101110001111110111011100
11100101000111001000011110000010 10010000011011110011000101011101 110 001010100101011010101011000100101
11001001001001010011011011001011 00110100010001111101011111100010 110 110010100110111010101111011101001
11100001010011110001111001000101 01111001011010111101010011011101 010 001011010101110101111001100100010
11011100111010001011000001101011 10110100101000111110110000100100 010 110010001100011001001110010001111
10011010100100001100010101000000 01010110001111101100100101101000 010 111110000110011111000111010101000
11000101011101100110011101000011 00111011100110100100100111100100 110 110001001110111000001110101011111
01100001110011100011100100011111 11010100110100101010101110100110 000 001000000110000100010100100000110
01111011101111100011000110111100 11100110111001010010110001011010 110 010010100110110010000010101100010
11111000001000000011100111010101 00110011011000111111110001010000 000 000110000001000000011100001010000
10001101011110010100110110101110 11011100101101101111111000001100 010 101101010001100000100101110111010
10011110110111000010010011110100 10111100111011110010010110011101 010 101011011110010110100101010010001
01011010100100101001011011001110 11111011010101011001001100100111 111 000000000000000000000000000000000
00000001111011001111110100011110 00011111011000011100010111110000 000 000000001011000001100010100010000
01011100101100010111010110101010 11100011100000111100110001100001 000 001000000100000010100010000100000
10011011101100001000011101001100 01011100100001110111001101100101 001 111011111101101111111011101101101
00000000111011010111001111011101 00000001000101100001101111001011 110 111111111110101110101100000010010
00010010001000111111010111110101 01000000101001100101110011110010 111 000000000000000000000000000000001
10011101101000110010100110111000 01010000000101000101101101000101 111 000000000000000000000000000000001
01110000000111110101110011101000 11011011011100111001111010010011 110 010010100101010111011111001010101
10011110010110001101110111011100 01100100010000011101111100010110 111 000000000000000000000000000000001
01111101100110010011000001110100 11110001101000011111001000101010 000 001110001100000010011000000100000
11101010010101101101000010110101 10111011001110110010111010100000 001 111111011011111111111111010110101
10011001110000111010101011010010 10000100010001111000001111101010 110 000010101011111000010011011101000
01111111100011110000010100010011 11110110101100111000010001100000 010 001110110010000101000100101110011
11111010101110111110011100001001 11000100111010011110000100101011 111 000000000000000000000000000000000
01001111011001010010100100011001 01011010110000000001011100010011 111 000000000000000000000000000000001
00010111000000100100111010110000 01101010101001111111011001000010 010 010000001101010100100010011110010
00111001010001101010110010011100 11111101001001110100010000011000 010 000110110011011011111000010110100
10011010000001011011011011011010 11110100111100000100000010000100 000 110010000000000000000000010000000
01000000111011001010110011001010 00001010100100010010100000001000 110 000110110010110111000010011000010
11011000101011001100010100000111 01101110011101101100000111100100 010 001000111001000111000011011101011
01101010111100111001010011000100 00100111101101011111111010000111 001 001101111111101111111111011000111
00110001001000100001001101011100 00001101000101011011001101111100 000 000000001000000000001001101011100
10101000111111101000111000000010 00101111010100111110001110001010 110 101111001101010101010101001111000
10100011000011000101100010010010 01000010011110011101111011110110 111 000000000000000000000000000000001
10010100110001100001000000110111 10011101001010110101111110011110 110 111110111100110101011000010011001
00001001001001011000111010000100 10111001110000100000000001110001 000 000001001000000000000000000000000
01101111011000100000100100100100 10100011010111000101010110111101 111 000000000000000000000000000000000
10000100001001010110111111100010 01010011101110001010111110001100 110 100110000011011001100000001010110
10101100111101000110110111011110 01110110010001010011101101101000 110 100110110101011110011001001110110
01010001110000100011001011000000 10111111010110110000110100001011 110 010010010011001110010010110110101
00010101101000100100011010100101 01100011100000111101001010101000 000 000000001100000100100001010100000
00000011110110010010111110001110 01010110111100110010010010101100 000 000000010110100010010010010001100
10000111000000010011111011001111 11110100010010000110011011100101 000 110000100000000000010011011000101
10000101010111110001101101110110 00100010111111000101011111100111 000 000000000010111000001001101100110
01011001011110100000000110110010 10001000001110010000110000011100 111 000000000000000000000000000000000
10010010111100010011111110111110 01010111100100100011010010011000 001 111010111111100110011111110111110
01001001000101100101100011111110 11010010110101000110100010101010 111 000000000000000000000000000000000
11101000000111000001111110011011 11100010011111100110110010101001 110 000000101100111011011001011110010
10110010101010101010001000000000 10000111010010111010100110111110 111 000000000000000000000000000000000
00100110111010110000011101011111 00100111010111000011110111001110 110 111111111100011101100100110010001
10010001000011110100001110110011 11000000111011011101000011100001 111 000000000000000000000000000000001
01100011101011101001000001000110 10100101001100010101011100001000 110 010111110011111010011100100111110
11000111111000100111111000110010 11001001011100101001100110101111 010 110010001010101010001011111100001
